gid,barrio,plaza,nro_piq,calle,altura,artefacto,lampara,potencia,soporte,columna,tulipa,portaeq,lng,lat
129435,SARGENTO CABRAL,,182,COLON,650,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-588.451.870.254.158.000,-27.488.177.728.254.300
129438,SARGENTO CABRAL,,185,COLON,700,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-588.447.479.745.302.000,-274.882.250.102.240.000
152042,SAN MARTIN,,89,BLAS PARERA,2200,CHZ,LED,150,R8,,,,-588.417.932.621.118.000,-274.846.555.986.200.000
181087,SAN MARCELO,,91,RAMOS MEJIA,2511,MERIZA 56,NA (SODIO),150,BRAZO,PM,NO,NO,-587.909.315.851.948.000,-274.928.837.814.522.000
155034,POPULAR,,51,BASAVILBASO,950,PHILIPS,LED,76,R8,,,,-587.949.231.838.001.000,-274.752.163.183.050.000
129463,SAN BENITO,,1304,GDOR. DR. FERNANDO PIRAGINE NIVEYRO,1900,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-588.462.841.066.572.000,-274.792.415.362.484.000
129468,BAÑADO NORTE,,1394,PJE. LUJAMBIO,100,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.156.583.024.674.000,-274.603.756.686.759.000
129473,BAÑADO NORTE,,1399,PJE. LUJAMBIO,200,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.155.489.743.713.000,-274.606.303.136.210.000
129483,BAÑADO NORTE,,1409,GDOR. JOSE M. ROLON,2600,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.164.020.236.552.000,-27.461.819.204.629.400
129500,NUESTRA SRA DE LA POMPEYA,,1395,COLOMBIA,500,IGNIS,LED,150,R8,,,,-588.166.104.230.487.000,-274.645.894.876.141.000
129501,NUESTRA SRA DE LA POMPEYA,,1396,COLOMBIA,500,IGNIS,LED,150,R8,,,,-588.167.848.176.870.000,-274.650.296.298.296.000
128852,LIBERTAD,,1090,9 DE julio,2100,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-58.823.239.071.826.200,-274.675.354.669.267.000
128930,LA CRUZ,,510,BUENOS AIRES,1500,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.412.162.576.899.000,-274.748.591.421.089.000
128968,LA CRUZ,,548,MARIANO MORENO,1000,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-58.837.400.739.180.500,-274.732.363.689.123.000
129116,ANTARTIDA ARGENTINA,,175,REP. DOMINICANA,1100,PHILLIPS,LED,76,PESCANTE,,,,-588.100.799.384.087.000,-274.737.586.963.662.000
129143,CONCEPCION,,4088,PROLONG. CALLE EL LIBERTADOR,,PHILLIPS,LED,76,PESCANTE,,,,-588.170.392.490.711.000,-275.003.919.278.875.000
129200,INDEPENDENCIA,,1008,PAYSANDU,3700,PHILLIPS,LED,108,PESCANTE DOBLE,,,,-588.258.309.280.975.000,-275.002.301.132.542.000
129219,ALTA GRACIA,,1241,PAYSANDU,4300,PHILLIPS,LED,108,PESCANTE,,,,-588.262.151.197.840.000,-275.074.464.526.287.000
129244,ALTA GRACIA,,1256,PAYSANDU,4050,PHILLIPS,LED,108,PESCANTE DOBLE,,,,-588.260.911.157.240.000,-275.031.186.250.418.000
129261,ALTA GRACIA,,1267,PAYSANDU,,PHILLIPS,LED,108,PESCANTE TRIPLE,,,,-588.261.018.893.290.000,-275.038.824.870.719.000
129287,LIBERTAD,,1109,BELGRANO,1700,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-588.295.480.256.371.000,-274.728.323.553.037.000
129300,CENTRO,,531,BELGRANO,1300,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-588.342.297.437.161.000,-274.723.730.219.998.000
129329,MALVINAS ARGENTINAS,,168,BARILOCHE,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.234.423.082.619.000,-274.930.686.203.561.000
129365,MALVINAS ARGENTINAS,,204,RAFAELA,2100,PHILLIPS,LED,76,PESCANTE,,,,-588.267.003.506.376.000,-274.972.447.216.272.000
129384,CRISTOBAL COLON,,63,S/N (850),,PHILIPS,LED,76,PESCANTE,,,,-588.301.107.287.405.000,-274.978.914.798.254.000
129393,CRISTOBAL COLON,,72,S/N (856),,PHILIPS,LED,76,PESCANTE,,,,-588.288.487.493.989.000,-274.985.219.644.375.000
129402,LIBERTAD,,1113,ITUZAINGO,1500,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.200.838.279.582.000,-274.763.551.881.340.000
129411,JUAN DE VERA,,1275,COLON,400,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-588.481.005.033.656.000,-274.877.985.006.115.000
129433,SARGENTO CABRAL,,180,COLON,650,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-588.454.938.888.952.000,-274.881.391.137.592.000
129436,SARGENTO CABRAL,,183,COLON,650,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-588.448.922.465.794.000,-274.882.082.102.886.000
129439,SARGENTO CABRAL,,186,COLON,700,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-588.447.466.330.331.000,-274.882.416.607.134.000
148992,INDEPENDENCIA,,1040,ERNESTO ROMEO CARNEVALLI,4300,PHILIPS,LED,76,PESCANTE,,,,-588.312.077.522.275.000,-275.073.869.741.195.000
149005,3 DE abril,,1283,S/N (1155),1700,STRAND,LED,150,R8,,,,-588.323.476.910.589.000,-275.020.520.760.682.000
129454,MOLINA PUNTA,RAFAEL BARRIOS,410,LAS AZUCENAS,6800,CHZ,LED,76,R8,,,,-587.672.456.440.078.000,-274.585.357.918.717.000
129464,SAN BENITO,,1305,GDOR. DR. FERNANDO PIRAGINE NIVEYRO,1900,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-588.462.331.297.629.000,-274.787.895.565.684.000
129469,BAÑADO NORTE,,1395,PJE. LUJAMBIO,100,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.155.187.867.568.000,-274.592.479.018.195.000
129474,BAÑADO NORTE,,1400,PJE. LUJAMBIO,200,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.157.367.839.817.000,-274.611.275.730.968.000
129484,BAÑADO NORTE,,1410,GDOR. JOSE M. ROLON,2600,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.161.565.218.102.000,-274.618.288.140.089.000
129502,NUESTRA SRA DE LA POMPEYA,,1397,COLOMBIA,500,IGNIS,LED,150,R8,,,,-588.167.633.537.315.000,-274.647.988.527.790.000
129505,SAN JOSE,,252,LUIS BRAILLE,4900,IGNIS,LED,150,BRAZO POR POSTE DE HORMIGON,,,,-587.909.861.775.999.000,-274.813.416.152.955.000
129458,MOLINA PUNTA,RAFAEL BARRIOS,414,TTE. JUAN JOSE ARRARAS,6700,PHILLIPS,LED,76,PESCANTE DOBLE,,,,-587.680.918.974.458.000,-27.458.264.404.436.300
155035,POPULAR,,52,BASAVILBASO,950,PHILIPS,LED,76,R8,,,,-587.949.573.920.381.000,-274.753.950.919.171.000
152020,SAN MARTIN,,67,PARERA,1900,CHZ,LED,150,R8,,,,-588.409.678.745.320.000,-274.799.758.157.599.000
155062,JUAN DE VERA,,1395,FRANCISCO DE BALBOA,2800,PHILIPS,LED,76,PESCANTE DOBLE,,,,-588.442.084.193.227.000,-274.887.562.892.845.000
181088,SAN MARCELO,,97,RENACIMIENTO,2579,MERIZA 56,NA (SODIO),150,BRAZO,PM,SI,NO,-587.919.861.258.678.000,-274.929.987.528.357.000
152044,SAN MARTIN,,91,HEROES CIVILES,1900,CHZ,LED,150,R8,,,,-588.396.334.716.200.000,-27.479.560.544.181.200
125755,,,,,,,SIN ESPECIFICAR,,,,,,-588.177.273.888.138.000,-275.264.803.133.904.000
125756,,,,,,,SIN ESPECIFICAR,,,,,,-58.817.416.839.301.300,-27.526.516.439.393.100
128853,LIBERTAD,,1091,9 DE julio,2100,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.229.788.213.660.000,-274.675.497.414.554.000
128931,LA CRUZ,,511,BUENOS AIRES,1500,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.411.732.359.213.000,-274.744.644.910.512.000
128969,LA CRUZ,,549,MARIANO MORENO,1000,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.377.066.005.461.000,-274.732.125.792.577.000
129117,ANTARTIDA ARGENTINA,,176,REP. DOMINICANA,1100,PHILLIPS,LED,76,PESCANTE,,,,-588.100.276.200.172.000,-274.735.969.273.804.000
129144,CONCEPCION,,4089,PROLONG. CALLE EL LIBERTADOR,,PHILLIPS,LED,76,BRAZO X POSTE HORMIGON,,,,-588.176.125.656.084.000,-275.004.711.124.509.000
129201,INDEPENDENCIA,,1009,PAYSANDU,3700,PHILLIPS,LED,108,PESCANTE DOBLE,,,,-588.258.121.471.364.000,-275.002.324.916.363.000
159322,VILLA RAQUEL,,183,DOMINGO MATHEU,3650,PHILIPS,LED,76,R8 BRAZO CORTO,,,,-588.083.456.084.129.000,-274.898.017.183.796.000
129245,ALTA GRACIA,,1257,PAYSANDU,4050,PHILLIPS,LED,108,PESCANTE DOBLE,,,,-588.261.058.721.934.000,-27.503.325.538.663.900
129220,INDEPENDENCIA,,1017,PAYSANDU,4300,PHILLIPS,LED,108,PESCANTE,,,,-588.264.658.972.946.000,-275.076.921.096.458.000
129262,ALTA GRACIA,,1268,PAYSANDU,,PHILLIPS,LED,108,PESCANTE DOBLE,,,,-588.261.075.906.922.000,-275.035.189.033.661.000
129288,LIBERTAD,,1110,BELGRANO,1700,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-588.292.730.187.075.000,-274.727.538.491.362.000
129301,CENTRO,,532,BELGRANO,1300,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-588.337.052.183.040.000,-274.724.265.491.232.000
129330,MALVINAS ARGENTINAS,,169,CONCORDIA,,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.238.474.388.507.000,-274.934.825.839.753.000
129366,MALVINAS ARGENTINAS,,205,RAFAELA,2100,PHILLIPS,LED,76,PESCANTE,,,,-588.261.461.489.195.000,-274.973.269.344.630.000
152021,SAN MARTIN,,68,PARERA,1900,CHZ,LED,150,R8,,,,-588.409.021.411.683.000,-274.795.285.967.514.000
129385,CRISTOBAL COLON,,64,S/N (855),,PHILIPS,LED,76,PESCANTE,,,,-588.293.060.660.360.000,-274.971.277.558.926.000
129394,CRISTOBAL COLON,,73,S/N (856),,PHILIPS,LED,76,PESCANTE,,,,-588.287.495.076.654.000,-274.986.873.173.512.000
129403,LIBERTAD,,1114,ITUZAINGO,1500,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.201.589.518.024.000,-274.767.144.011.262.000
129412,JUAN DE VERA,,1276,COLON,400,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-5.884.779.749.628.930,-274.878.215.118.664.000
129437,SARGENTO CABRAL,,184,COLON,650,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-58.844.893.980.899.200,-27.488.218.926.385.800
129440,SARGENTO CABRAL,,187,COLON,700,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-588.444.488.206.508.000,-274.882.618.791.614.000
129465,SAN BENITO,,1306,GDOR. DR. FERNANDO PIRAGINE NIVEYRO,1900,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-588.462.545.937.184.000,-274.790.036.524.374.000
129470,BAÑADO NORTE,,1396,PJE. LUJAMBIO,100,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.155.778.126.344.000,-274.598.165.451.995.000
129475,BAÑADO NORTE,,1401,PJE. LUJAMBIO,200,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.157.180.030.207.000,-274.608.801.332.552.000
129485,BAÑADO NORTE,,1411,GDOR. JOSE M. ROLON,2600,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.159.150.523.111.000,-274.618.407.100.655.000
129503,NUESTRA SRA DE LA POMPEYA,,1398,COLOMBIA,500,IGNIS,LED,150,PRFV CON BRAZO CORTO,,,,-588.168.035.986.480.000,-274.654.864.242.163.000
129506,SAN JOSE,,253,LUIS BRAILLE,4900,IGNIS,LED,150,BRAZO POR POSTE DE MADERA,,,,-587.913.752.117.929.000,-274.812.892.818.989.000
129513,INDUSTRIAL,,1379,ARMENIA,4800,STRAND,LED,,PESCANTE,,,,-587.905.978.157.263.000,-274.667.458.318.301.000
129514,SAN GERONIMO,,1131,ARMENIA,4700,STRAND,LED,,PESCANTE,,,,-587.907.524.232.806.000,-274.670.191.312.146.000
129517,POPULAR,,1142,ARMENIA,4600,STRAND,LED,,PESCANTE,,,,-587.920.801.276.487.000,-274.673.244.750.075.000
129527,ANAHI,,1363,ARMENIA,,STRAND,LED,,PESCANTE,,,,-587.944.890.183.201.000,-274.677.677.660.660.000
129530,GENERAL MADARIAGA,,64,ARMENIA,4400,STRAND,LED,,PESCANTE,,,,-587.959.872.093.240.000,-274.682.982.034.909.000
129557,VICTOR COLAS,,174,RIO TERCERO,5050,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-587.879.153.820.813.000,-274.650.017.350.673.000
146908,MALVINAS ARGENTINAS,,216,COSQUIN,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.245.123.655.343.000,-274.947.055.467.390.000
146909,MALVINAS ARGENTINAS,,217,COSQUIN,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.240.911.354.081.000,-274.947.673.877.613.000
128854,LA ROSADA,,8258,9 DE julio,2100,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.234.791.998.281.000,-274.674.224.601.758.000
125757,,,,,,,SIN ESPECIFICAR,,,,,,-588.170.993.328.092.000,-275.265.622.045.844.000
24090,YAPEYU,,,ARTIGAS,,,LED,,,,,,-588.184.000.365.434.000,-274.700.659.979.134.000
128932,LA CRUZ,,512,BUENOS AIRES,1500,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.411.584.794.519.000,-274.742.599.021.341.000
128970,LA CRUZ,,550,RIVADAVIA,1000,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.375.539.804.968.000,-274.743.618.353.061.000
129145,CONCEPCION,,4090,PROLONG. CALLE EL LIBERTADOR,,PHILLIPS,LED,76,BRAZO X POSTE HORMIGON,,,,-588.179.399.999.997.000,-27.500.467.999.999.900
129202,INDEPENDENCIA,,1010,PAYSANDU,3700,PHILLIPS,LED,108,PESCANTE DOBLE,,,,-588.258.778.805.001.000,-275.005.297.889.975.000
148993,INDEPENDENCIA,,1041,ERNESTO ROMEO CARNEVALLI,4300,PHILIPS,LED,76,PESCANTE,,,,-588.311.990.350.483.000,-275.070.784.930.698.000
129246,ALTA GRACIA,,1258,PAYSANDU,4000,PHILLIPS,LED,108,PESCANTE DOBLE,,,,-588.260.633.303.164.000,-275.027.954.779.869.000
129221,INDEPENDENCIA,,1018,PAYSANDU,4300,PHILLIPS,LED,108,PESCANTE,,,,-58.826.444.433.339.100,-27.507.482.826.008.900
129263,ALTA GRACIA,,1269,PAYSANDU,,PHILLIPS,LED,108,PESCANTE DOBLE,,,,-588.260.914.927.256.000,-275.033.215.033.693.000
129289,LIBERTAD,,1111,BELGRANO,1700,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-588.287.525.177.872.000,-274.728.085.655.619.000
129302,CENTRO,,533,BELGRANO,1300,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-588.347.797.575.752.000,-274.723.242.528.202.000
129331,MALVINAS ARGENTINAS,,170,CONCORDIA,,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.243.276.948.546.000,-274.934.136.066.433.000
129367,MALVINAS ARGENTINAS,,206,RAFAELA,2200,PHILLIPS,LED,76,PESCANTE,,,,-588.255.021.367.901.000,-274.974.267.518.263.000
129386,CRISTOBAL COLON,,65,S/N (855),,PHILIPS,LED,76,JIRAFA DOBLE,,,,-5.882.932.618.260.360,-274.974.311.048.180.000
129395,CRISTOBAL COLON,,74,S/N (852),,PHILIPS,LED,76,PESCANTE,,,,-588.274.325.430.391.000,-274.975.405.481.467.000
129404,LIBERTAD,,1115,ITUZAINGO,1500,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.203.870.063.293.000,-274.769.760.787.275.000
129413,JUAN DE VERA,,1277,COLON,400,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-58.847.801.931.318.800,-274.878.388.359.603.000
129441,SARGENTO CABRAL,,188,COLON,700,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-58.844.460.434.710.500,-27.488.278.714.384.800
149006,3 DE abril,,1,S/N (1155),1700,STRAND,LED,150,R8,,,,-588.315.135.240.552.000,-275.021.591.927.988.000
152022,SAN MARTIN,,69,BLAS PARERA,1900,CHZ,LED,150,R8,,,,-588.410.604.378.400.000,-27.479.727.228.822.400
129466,SAN BENITO,,1307,GDOR. DR. FERNANDO PIRAGINE NIVEYRO,1900,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-58.846.050.686.141.300,-274.785.992.487.799.000
129471,BAÑADO NORTE,,1397,PJE. LUJAMBIO,100,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-58.815.537.567.717.900,-274.595.357.927.675.000
129476,BAÑADO NORTE,,1402,PJE. LUJAMBIO,200,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.157.662.969.205.000,-274.613.916.669.304.000
129486,BAÑADO NORTE,,1412,GDOR. JOSE M. ROLON,2650,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.156.085.201.969.000,-274.618.505.243.112.000
129504,NUESTRA SRA DE LA POMPEYA,,1399,COLOMBIA,500,IGNIS,LED,150,PRFV CON BRAZO CORTO,,,,-588.167.982.326.591.000,-274.652.818.186.313.000
129507,SAN JOSE,,254,LUIS BRAILLE,4900,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-587.911.552.062.492.000,-274.813.178.273.910.000
129515,INDUSTRIAL,,1380,ARMENIA,4700,STRAND,LED,,PESCANTE,,,,-587.911.119.445.348.000,-274.668.835.224.643.000
129518,ANAHI,,1360,ARMENIA,4600,STRAND,LED,,PESCANTE,,,,-587.923.937.451.261.000,-274.672.243.283.484.000
129528,ANAHI,,1364,ARMENIA,,STRAND,LED,,PESCANTE,,,,-587.950.007.529.395.000,-274.679.008.487.314.000
129531,ANAHI,,1366,ARMENIA,4400,STRAND,LED,,PESCANTE,,,,-587.963.279.496.172.000,-274.682.006.615.036.000
129558,VICTOR COLAS,,175,RIO TERCERO,5050,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-587.877.015.051.692.000,-274.649.718.114.764.000
149008,3 DE abril,,1285,S/N (1156),1500,STRAND,LED,150,R8,,,,-588.357.107.051.991.000,-275.019.949.229.944.000
146910,MALVINAS ARGENTINAS,,218,COSQUIN,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.236.860.032.484.000,-274.948.316.072.476.000
149012,3 DE abril,,1289,S/N (1156),1600,STRAND,LED,150,R8,,,,-588.333.396.088.673.000,-275.022.945.939.323.000
149021,3 DE abril,,1298,S/N (1267),1600,STRAND,LED,150,R8,,,,-588.344.513.574.070.000,-275.031.954.069.054.000
128855,LA ROSADA,,8259,9 DE julio,2100,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.227.199.124.031.000,-274.674.652.838.003.000
24091,YAPEYU,,,ARTIGAS,,,LED,,,,,,-588.184.189.155.331.000,-274.700.688.462.928.000
128933,LA CRUZ,,513,BUENOS AIRES,1500,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.411.960.413.740.000,-274.746.631.322.526.000
128971,LA CRUZ,,551,RIVADAVIA,1000,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.381.231.106.913.000,-274.743.145.538.454.000
129146,CONCEPCION,,4091,PROLONG. CALLE EL LIBERTADOR,,PHILLIPS,LED,76,BRAZO X POSTE HORMIGON,,,,-588.183.078.927.817.000,-275.004.770.572.323.000
129203,ALTA GRACIA,,1231,PAYSANDU,3700,PHILLIPS,LED,108,PESCANTE DOBLE,,,,-588.258.617.825.334.000,-275.005.309.781.853.000
129222,INDEPENDENCIA,,1019,PAYSANDU,4300,PHILLIPS,LED,108,PESCANTE,,,,-588.263.627.025.426.000,-27.506.549.630.838.400
129247,ALTA GRACIA,,1259,PAYSANDU,4000,PHILLIPS,LED,108,PESCANTE TRIPLE,,,,-588.261.250.391.884.000,-275.024.839.167.462.000
129264,ALTA GRACIA,,1270,PAYSANDU,,PHILLIPS,LED,108,PESCANTE DOBLE,,,,-588.260.794.192.506.000,-275.031.193.463.791.000
129303,CENTRO,,534,BELGRANO,1300,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-588.345.208.486.122.000,-274.723.480.426.666.000
129332,MALVINAS ARGENTINAS,,171,CONCORDIA,,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.233.108.399.638.000,-274.935.634.538.958.000
129368,MALVINAS ARGENTINAS,,207,NAHUEL HUAPI,2100,PHILLIPS,LED,76,PESCANTE,,,,-588.258.107.420.202.000,-274.976.582.329.124.000
129387,CRISTOBAL COLON,,66,S/N (855),,PHILIPS,LED,76,PESCANTE,,,,-588.289.386.034.009.000,-274.973.264.197.931.000
129396,CRISTOBAL COLON,,75,S/N (852),,PHILIPS,LED,76,PESCANTE,,,,-588.277.772.068.975.000,-274.976.012.177.711.000
129405,LIBERTAD,,1116,ITUZAINGO,1500,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-58.820.252.856.607.600,-274.772.187.246.752.000
129414,JUAN DE VERA,,1278,COLON,400,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-588.474.914.801.598.000,-274.878.675.473.752.000
129442,SARGENTO CABRAL,,189,COLON,700,PHILLIPS,LED,130,PESCANTE DOBLE,,,,-588.441.500.161.170.000,-274.883.041.257.324.000
155036,POPULAR,,53,BASAVILBASO,950,PHILIPS,LED,76,R8,,,,-587.948.708.653.184.000,-274.750.080.957.622.000
129467,SAN BENITO,,1308,GDOR. DR. FERNANDO PIRAGINE NIVEYRO,1900,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-588.461.741.038.854.000,-274.783.732.578.541.000
129472,BAÑADO NORTE,,1398,PJE. LUJAMBIO,100,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.156.153.745.565.000,-274.600.806.421.736.000
129477,BAÑADO NORTE,,1403,PJE. LUJAMBIO,200,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.157.984.928.537.000,-274.616.319.679.771.000
129487,BAÑADO NORTE,,1413,GDOR. JOSE M. ROLON,2650,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.153.415.622.506.000,-274.617.434.597.654.000
129508,SAN JOSE,,255,LUIS BRAILLE,4900,IGNIS,LED,150,BRAZO POR POSTE DE HORMIGON,,,,-587.918.912.311.072.000,-274.811.055.974.041.000
129516,INDUSTRIAL,,1381,ARMENIA,4700,STRAND,LED,,PESCANTE,,,,-587.918.008.033.560.000,-274.670.631.445.450.000
129519,POPULAR,,1143,ARMENIA,4600,STRAND,LED,,PESCANTE,,,,-587.926.285.071.391.000,-274.674.788.912.182.000
159389,PLACIDO MARTINEZ,,77,GDOR. AGUSTIN P. JUSTO,2900,PHILIPS,LED,76,R8 BRAZO CORTO,,,,-588.115.914.165.971.000,-274.650.684.366.209.000
129532,GENERAL MADARIAGA,,65,ARMENIA,4300,STRAND,LED,,PESCANTE,,,,-587.966.029.565.468.000,-274.684.409.477.069.000
129559,VICTOR COLAS,,176,RIO TERCERO,,STRAND,LED,150,R8 CON BRAZO CORTO,,,,-587.876.330.888.111.000,-274.651.442.992.530.000
146911,MALVINAS ARGENTINAS,,219,VILLAVICENCIO,3100,PHILLIPS,LED,76,PESCANTE,,,,-588.236.383.800.972.000,-274.951.164.321.104.000
146912,MALVINAS ARGENTINAS,,220,DIAMANTE,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.246.579.179.824.000,-274.952.615.200.663.000
146915,MALVINAS ARGENTINAS,,223,CAFAYATE,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.247.223.373.385.000,-274.956.389.028.689.000
146922,MALVINAS ARGENTINAS,,230,CALINGASTA,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.248.819.755.074.000,-274.965.659.120.751.000
146923,MALVINAS ARGENTINAS,,231,CALINGASTA,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.244.017.195.036.000,-274.966.372.658.918.000
146924,MALVINAS ARGENTINAS,,232,CALINGASTA,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-58.824.026.100.282.700,-274.966.919.704.533.000
146926,MALVINAS ARGENTINAS,,234,UNQUILLO,2200,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.250.006.116.150.000,-274.971.036.912.223.000
146929,PROGRESO,,1113,CRUZ DEL EJE,2300,PHILLIPS,LED,76,PESCANTE,,,,-588.235.117.484.149.000,-274.987.453.620.178.000
128856,LA ROSADA,,8260,9 DE julio,2200,IGNIS,LED,150,R8 CON BRAZO CORTO,,,,-588.224.945.408.705.000,-274.675.003.753.691.000
23951,SAN GERONIMO,,,,,,LED,,,,,,-587.866.210.969.359.000,-27.469.047.969.474.000
128934,LA CRUZ,,514,TUCUMAN,1400,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.420.388.617.415.000,-274.733.516.051.193.000
128972,LA CRUZ,,552,RIVADAVIA,900,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.388.731.301.614.000,-274.742.419.698.209.000
129147,CONCEPCION,,4092,PROLONG. CALLE EL LIBERTADOR,,PHILLIPS,LED,76,BRAZO X POSTE HORMIGON,,,,-588.185.499.999.997.000,-275.004.729.999.999.000
148994,INDEPENDENCIA,,1042,ERNESTO ROMEO CARNEVALLI,4300,PHILIPS,LED,76,PESCANTE,,,,-588.312.070.816.753.000,-275.077.080.711.558.000
149007,3 DE abril,,1284,S/N (1269),,STRAND,LED,150,R8,,,,-588.326.474.717.034.000,-275.022.009.761.624.000
129248,INDEPENDENCIA,,1027,PAYSANDU,3900,PHILLIPS,LED,108,PESCANTE TRIPLE,,,,-58.826.182.052.820.100,-275.022.466.777.291.000
149009,3 DE abril,,1286,S/N (1156),1500,STRAND,LED,150,R8,,,,-588.352.009.362.565.000,-275.021.661.636.303.000
129223,INDEPENDENCIA,,1020,PAYSANDU,4300,PHILLIPS,LED,108,PESCANTE,,,,-588.264.095.544.114.000,-275.069.905.322.481.000
129265,ALTA GRACIA,,1271,PAYSANDU,,PHILLIPS,LED,108,PESCANTE DOBLE,,,,-588.260.512.478.091.000,-275.027.920.296.415.000
129304,CENTRO,,535,BELGRANO,1300,IGNIS,LED,150,R8 CON BRAZO X 1M,,,,-58.833.950.712.294.800,-274.723.991.908.189.000
129333,MALVINAS ARGENTINAS,,172,GUALEGUAYCHU,2022,PHILLIPS,LED,76,BRAZO POR POSTE DE HORMIGON,,,,-588.243.890.683.523.000,-274.937.700.881.653.000
129369,MALVINAS ARGENTINAS,,208,CRUZ DEL EJE,2100,PHILLIPS,LED,76,PESCANTE,,,,-588.258.892.612.346.000,-274.981.209.591.314.000
129397,CRISTOBAL COLON,,76,S/N (852),,PHILIPS,LED,76,PESCANTE,,,,-588.279.582.560.060.000,-27.497.914.082.166.400
129406,LIBERTAD,,1117,ITUZAINGO,1500,CHZ,LED,135,R8 CON BRAZO CORTO,,,,-588.204.809.111.345.000,-274.774.352.024.716.000
